text,label
"If you are a peanut lover, these are for you. Much larger than cocktail peanuts. Six people on my Christmas gift list ask for these every year!!",positive
"Hey, the verbal description allege 360 grams - that is roughly 13 ounce at nether $ 4. 00 per can. No agency - that is the approximate toll for a 100 hans c. j. gram can.",augmented
"1 rarely eat silicon chip but i saw these and stress them. they be really amazing. i love cheddar too, but the chips are really fragile and crunch and delicious sapidity. 1 recommend them.",augmented
"service be great, but I meant to buy Swiss Chalet volaille SAUCE not the Marinade:) <br /> <br /> Making love the sauce - give still to try the marinade",augmented
What a passel this is the healthiest table salt you terminate use. This boxwood should terminal our family the year no problem. Iodized sea salt will not raise your blood pressure as regular salt testament.,augmented
I have McCann's Oatmeal every morning and by ordering it from Amazon I am able to save almost $3.00 per box.<br />It is a great product. Tastes great and very healthy,positive
"Got these on sale for roughly 25 cents per cup, which is half the price of my local grocery stores, plus they rarely stock the spicy flavors. These things are a GREAT snack for my office where time is constantly crunched and sometimes you can't escape for a real meal. This is one of my favorite flavors of Instant Lunch and will be back to buy every time it goes on sale.",positive
"Perfect size sea salt for the table or the picnic basket.  We love it. Shakes well, no clumping and flows freely.",positive
"I have never been a huge coffee fan. However, my mother purchased this little machine and talked me into trying the Latte Macciato. No Coffee Shop has a better one and I like most of the other products, too (as a usually non-coffee drinker!).<br />The little Dolche Guesto Machine is super easy to use and prepares a really good Coffee/Latte/Cappuccino/etc in less than a minute (if water is heated up). I would recommend the Dolce Gusto to anyone. Too good for the price and I'am getting one myself! :)",positive
"We roast these in a large cast iron pan on the grill (about 1/3 of the bag at a time).  The smell is wonderful and the roasted beans taste delicious too.  More importantly, the coffee is smooth; no bitter aftertaste.  On numerous occasions, we've had to send the roasted beans home with friends because they like it so much.",positive
I used to love these growing up and stopped drinking water and lemon juice from this brand about 5 - 6 years ago. This stuff used to be so strong i used to just pour some in my mouth and get that alive feeling go. It feels like the product went done changes which added more water or something to make it not so strong. The stronger it is the less you use as good. The product is still really good but the taste is the same quality as the cheaper brand names almost. I thought these would go tight but hey all lemon stuff i love unless it goes bad. This is a good merchandise just wish it still had that hit me in the mouth chug sensation it used to be like.,augmented
"I used to buy this sugar for years. I do not eat much sugar, but still. This sugar is called turbinado sugar, but is misleading. I picked this brand just because it says real turbinado sugar, and other brands (in the local food store) that their sugar is brown because it be colored with caramel beaver state something. <br /> <br /> HOW did i find out? I want just a sweet water few day ago. I put this Sugar in The Raw in the glass. The water became brown and on the bottom of the chicken feed i got just PURE WHITE SUGAR CRYSTALS! !! !! What a shame on the producer! U can try to put this sugar in your mouth and after few seconds you will spit out pure white crystals as well. <br /> <br /> Atomic number 53 ' m just wondering if the consumers can hold the company liable for such a practice.",augmented
"I tried to find israeli couscous in a number of upsacale grocery stores and no luck. So I decide to try sound ole Amazon river. com and selected this cartesian product. It is so good. . add a few herb and it ' s a great side mantrap, or add more and make a "" pasta case "" salad. so very good. I am hooked. Great flavor and so easy to prepare!",augmented
